,breadscrum,cod_item,cod_item_pai,nome,situacao,sigiloso,assunto_secundario,crime_antecedente,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
3155,9985:10120:12031,12031,10120,Desapropriação para Regularização de Comunidade Quilombola / Dec. 4887/2003,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
3156,11428:11583:11584:11615:12044,12044,11615,Registro de Candidatura - DRAP Partido/Coligação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3157,11428:11583:12045:12046,12046,12045,Prestação de Contas - De Candidato,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
3158,11428:11583:12045:12047,12047,12045,Prestação de Contas - De Comitê Financeiro,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
3159,11428:11747:12048,12048,11747,Prestação de Contas - De Exercício Financeiro,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
3160,11428:11583:12049,12049,11583,Impugnação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
3161,11428:11583:12049:12050,12050,12049,Impugnação - Identidade de Eleitor Admitido a Votar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
3162,11428:11583:12049:12051,12051,12049,Impugnação - Inscrição Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
3163,11428:11583:12049:12052,12052,12049,Impugnação - Nomeação de Membro da Junta Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N
3164,11428:11583:12049:12053,12053,12049,Impugnação - Nomeação de Membro da Mesa Receptora,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
3165,11428:11583:12049:12054,12054,12049,Impugnação - Sistema Eletrônico de Votação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
3166,11428:11583:12049:12055,12055,12049,Impugnação - Transferência de Domicílio Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
3167,11428:11583:12049:12056,12056,12049,Impugnação - Voto por Cédula,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
3168,11428:11583:11716:12062,12062,11716,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
3169,11428:11583:11716:12063,12063,11716,Conduta Vedada ao Agente Público,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
3170,11428:12064,12064,11428,Meios Processuais,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3171,9633:9964:12090,12090,9964,Perda ou Modificação de Guarda,A,N,N,N,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
3172,287:3369:12091,12091,3369,Feminicídio,A,N,N,N,S,S,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3173,287:3369:12130,12130,3369,Homicídio Agravado pela Prática de  Extermínio de Seres Humanos,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3174,9633:9634:9635:12131,12131,9635,Homicídio Agravado pelo Extermínio de Seres Humanos,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3175,8826:12152,12152,8826,Revisão de Tutela Antecipada,I,N,N,,S,S,S,S,S,S,N,S,S,S,S,N,N,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
3176,899:5626:10577:11986:12155,12155,11986,Suspensão do Poder Familiar,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3177,899:5626:10577:11986:12156,12156,11986,Extinção do Poder Familiar,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3178,9633:10688:12157,12157,10688,Internação Provisória,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3179,1209:12159,12159,1209,Registro de Ocorrência pela PM,A,N,N,,S,S,S,N,N,N,N,S,S,S,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3180,8826:9148:10670:12160,12160,10670,Requerimento de Reintegração de Posse,A,N,N,,S,S,S,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3181,8826:9148:10670:12161,12161,10670,Requerimento de Apreensão de Veículo,A,N,N,,S,S,S,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3182,899:7673:12162,12162,7673,Cremação/Traslado,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3183,287:3385:5560:12194,12194,5560,Contra a Mulher,A,N,N,,S,S,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3184,287:3385:5560:12195,12195,5560,Contra pessoas não identificadas como mulher,A,N,N,,S,S,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3185,9633:9634:9641:9647:12196,12196,9647,Contra a mulher,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3186,9633:9634:9641:9647:12197,12197,9647,Contra pessoas não identificadas como mulher,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
3187,195:6094:12216,12216,6094,Seguro-defeso ao pescado artesanal profissional,A,N,N,,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3188,287:12217,12217,287,Terrorismo,A,N,N,,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3189,287:12217:12218,12218,12217,Atos de Terrorismo,A,S,N,,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3190,287:12217:12219,12219,12217,Organização Terrorista,A,N,N,,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3191,287:12217:12220,12220,12217,Preparação de ato terrorista,A,N,N,,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3192,287:12217:12221,12221,12217,Manutenção ou financiamento do terrorismo,A,N,N,,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3193,1156:7771:6233:12222,12222,6233,Fornecimento de medicamentos,I,N,N,,S,S,S,N,N,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3194,1156:7771:6233:12223,12223,6233,Tratamento médico-hospitalar,I,N,N,,S,S,S,N,N,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3195,1156:7771:6233:12224,12224,6233,Unidade de terapia intensiva (UTI) ou Unidade de cuidados intensivos (UCI),I,N,N,,S,S,S,N,N,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3196,1156:7771:6233:12225,12225,6233,Reajuste contratual,I,N,N,,S,S,S,N,N,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3197,899:5626:12235,12235,5626,Tutela,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
3198,899:5626:12235:12236,12236,12235,Nomeação,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3199,899:5626:12235:12237,12237,12235,Dispensa,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3200,899:5626:12235:12238,12238,12235,Remoção,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3201,899:5626:12241,12241,5626,Curatela,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
3202,899:5626:12241:12242,12242,12241,Levantamento,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3203,899:5626:12241:12243,12243,12241,Remoção,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3204,899:5626:12241:12244,12244,12241,Dispensa,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3205,899:5626:12241:12245,12245,12241,Nomeação,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3206,287:12333,12333,287,Crimes previstos na Lei da Organização Criminosa,A,N,N,,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3207,287:12333:12334,12334,12333,"Promoção, constituição, financiamento ou integração de Organização Criminosa",A,N,N,,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3208,287:12333:12335,12335,12333,Crimes ocorridos na investigação da prova,A,N,N,,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3209,287:12333:12335:12336,12336,12335,"Revelação de identidade, fotografia ou filmagem do colaborador",A,N,N,,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3210,287:12333:12335:12337,12337,12335,Imputação falsa de prática de infração penal ou revelação inverídica sobre estrutura de organização criminal,A,N,N,,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3211,287:12333:12335:12338,12338,12335,Descumprimento de determinação de sigilo,A,N,N,,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3212,287:12333:12335:12339,12339,12335,"Recusa ou omissão de dados cadastrais, registros, documentos e informações",A,N,N,,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3213,287:3692:12340,12340,3692,Provocação de tumulto ou conduta inconveniente,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3214,9633:9964:12341,12341,9964,Apadrinhamento de Criança ou Adolescente,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3215,287:12342,12342,287,"Crimes cometidos contra autoridade ou agente descrito nos arts. 142 e 143 da Constituição Federal, integrantes do sistema prisional e da Força Nacional de Segurança Pública",A,N,S,,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3216,287:3692:12343,12343,3692,"Fabrico, comércio ou detenção de arma branca ou munição",A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3217,287:3692:12344,12344,3692,Porte de arma (branca),A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3218,287:3692:12345,12345,3692,Vias de fato,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3219,287:3692:12346,12346,3692,Omissão de cautela na guarda ou condução de animal,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3220,287:3692:12347,12347,3692,Perturbação do trabalho ou do sossego alheios,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3221,287:3692:12348,12348,3692,Simulação de Qualidade de Funcionário,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3222,287:3692:12349,12349,3692,Uso ilegítimo de uniforme ou distintivo,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3223,287:3692:12350,12350,3692,Jogo de azar,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3224,287:3692:12351,12351,3692,Loteria não autorizada,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3225,287:3692:12352,12352,3692,Jogo do bicho,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3226,287:3692:12353,12353,3692,Servir bebidas alcóolicas a vulneráveis,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3227,287:3692:12354,12354,3692,Perturbação da tranquilidade,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3228,287:3692:12355,12355,3692,Omissão de comunicação de crime,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3229,287:3692:12356,12356,3692,Recusa de dados sobre a própria identificação ou qualificação,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3230,9633:9634:9635:12358,12358,9635,Feminicídio,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3231,11428:11557:12360,12360,11557,Matéria Administrativa,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3232,11428:11557:11572:12361,12361,11572,Proposta de Alteração de Resolução,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
3233,11428:11583:12362,12362,11583,Autorização de Divulgação de Publicidade Institucional,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3234,11428:11583:11584:11615:12363,12363,11615,Cancelamento de Registro de Candidatura,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3235,11428:11583:12364,12364,11583,Debate Eleitoral,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3236,11428:11583:12365,12365,11583,Enquete,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3237,11428:11729:12366,12366,11729,Execução - Cumprimento de Sentença,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3238,11428:11747:12367,12367,11747,Fundo Partidário,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3239,9985:10186:10187:10191:12378,12378,10191,"Aposentadoria compulsória (art. 42, V, Lei Complementar 35/1979)",A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3240,9985:10186:10187:10193:12379,12379,10193,Remoção Compulsória,A,N,N,,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,S,S,S,S,N,S,N,S,S,S,S
3241,9985:10186:10194:10198:12380,12380,10198,Aposentadoria Compulsória,A,N,N,,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
3242,9985:10186:10194:10200:12381,12381,10200,Remoção Compulsória,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3243,11428:11747:12382,12382,11747,Fusão de Partidos Políticos,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
3244,899:5626:10577:11986:12156:12383,12383,12156,Perda por crime contra titular do mesmo poder ou descendente (L. 13.715/2018),A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3245,9633:9634:9740:12384,12384,9740,Importunação Sexual,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3246,9633:9634:9740:12385,12385,9740,"Divulgação de cena de estupro, sexo ou pornografia",A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3247,11428:11583:11584:11595:12392,12392,11595,Inelegibilidade - Renúncia a cargo político na pendência de representação ou petição que possa levar a outra causa de inelegibilidade,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3248,11428:11583:11584:11595:12393,12393,11595,Inelegibilidade - Exclusão do exercício de profissão,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3249,11428:11583:11584:11595:12395,12395,11595,Inelegibilidade - Aposentadoria Compulsória ou PAD (magistrados e membros do MP),A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3250,11428:11583:11584:11595:12396,12396,11595,Inelegibilidade - Demissão do serviço público,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
3251,287:3463:12397,12397,3463,Importunação Sexual,A,N,N,,S,S,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3252,287:3463:12398,12398,3463,"Divulgação de cena de estupro, sexo ou pornografia",A,N,N,,S,S,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3253,195:6094:6096:12399,12399,6096,Híbrida (Art. 48/106),A,N,N,,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3254,8826:8893:8919:12400,12400,8919,Nulidade - Ausência de publicidade de decisão,A,N,S,,S,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,N,N,S,N,N,S,S,S,S,S,S,S
3255,8826:8893:8919:12401,12401,8919,Nulidade - Ausência de Fundamentação de Decisão,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3256,8826:8893:8919:12402,12402,8919,Nulidade - Impedimento,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3257,8826:8893:8919:12403,12403,8919,Nulidade - Suspeição,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3258,8826:8893:8919:12404,12404,8919,Nulidade - Ausência de Nome das Partes,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3259,8826:8893:8919:12405,12405,8919,Nulidade - Ausência de Identificação de Advogado ou de Sociedade de Advogados,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3260,8826:8893:8919:12406,12406,8919,Nulidade - Ausência de Intimação do Ministério Público,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3261,8826:8893:8919:12407,12407,8919,Nulidade - Citação Sem Observância das Prescrições Legais,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3262,8826:8893:8919:12408,12408,8919,Nulidade - Intimação Sem Observância das Prescrições Legais,I,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3263,8826:8893:8919:12410,12410,8919,Nulidade - Intimação Sem Observância das Prescrições Legais,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,N
3264,8826:8893:8919:12411,12411,8919,"Nulidade - Título Extrajudicial Não Correspondente a Obrigação Certa, Líquida e Exigível ",A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
3265,8826:8893:8919:12412,12412,8919,Nulidade - Ausência de Citação do Executado,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
3266,8826:8893:8919:12413,12413,8919,Nulidade - Execução Instaurada Antes de Condição ou Termo,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
3267,8826:8938:8942:10736:12414,12414,10736,Ausência de Legitimidade para a Causa,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
3268,8826:8883:8884:12415,12415,8884,"Poderes, Deveres e Responsabilidades do Juiz",A,N,N,,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,S,S,S,S,S,S,S,N
3269,8826:9192:12416,12416,9192,Tutela de Urgência,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
3270,8826:9192:12417,12417,9192,Tutela de Evidência,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
3271,8826:9192:12418,12418,9192,Revisão de Tutela Antecipada Antecedente,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
3272,8826:8960:8990:12419,12419,8990,Provas em geral,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3273,8826:9045:9060:12420,12420,9060,Tempestividade,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
3274,11428:11557:11572:12426,12426,11572,Proposta de Nova Resolução,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
3275,11428:12460,12460,11428,Corregedoria Eleitoral,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
3276,11428:12460:12461,12461,12460,Correição ordinária,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3277,11428:12460:12462,12462,12460,Correição extraordinária,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3278,9985:9997:12463,12463,9997,Providência,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
3279,12467,12467,0,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
3280,12467:12468,12468,12467,Brumadinho,A,N,S,,S,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N
3281,12467:12469,12469,12467,Boate Kiss,A,N,S,,S,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N
3282,12467:12470,12470,12467,Mariana,A,N,S,,S,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N
3283,12467:12471,12471,12467,Unaí,A,N,S,,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3284,12480,12480,0,DIREITO DA SAÚDE,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N
3285,12480:12481,12481,12480,Pública,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3286,12480:12482,12482,12480,Suplementar,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3287,12480:12481:12483,12483,12481,Internação/Transferência Hospitalar,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3288,12480:12481:12484,12484,12481,Fornecimento de medicamentos,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3289,12480:12481:12485,12485,12481,Fornecimento de insumos,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3290,12480:12482:12486,12486,12482,Planos de saúde,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3291,12480:12482:12486:12487,12487,12486,Fornecimento de medicamentos,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3292,12480:12482:12486:12488,12488,12486,Reajuste contratual,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
