Orgao Julgador;Justiça;Tribunal;Grau;PCA_AP_G;TSNE_AP_G;PCA;PCA_FF;TSNE_FF;TSNE
3ª vara criminal da comarca de juiz de fora - tjmg;Estadual;TJMG;G1;0;72;0;;;78
3ª vara de execução penal - tjgo;Estadual;TJGO;G1;0;72;0;;;78
4ª vara criminal da comarca de juiz de fora - tjmg;Estadual;TJMG;G1;0;72;0;;;78
ampére - juízo único - tjpr;Estadual;TJPR;G1;26;484;0;;;78
cascavel - juizado de violência doméstica e familiar contra a mulher, vara de crimes contra crianças, adolescentes e idosos - tjpr;Estadual;TJPR;G1;0;282;0;;;78
curitiba - 2ª vara de execução de penas e medidas alternativas e cartas precatórias criminais - tjpr;Estadual;TJPR;G1;0;161;0;;;78
gab. 01 - 1ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 01 - 3ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 02 - 4ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 03 - 1ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 03 - 2ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 03 - 5ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 04 - 1ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 04 - 2ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 04 - 3ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 04 - 4ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
gab. 04 - 5ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;78
juízo da 1ª escrivania criminal de paranã - tjto;Estadual;TJTO;G1;0;161;0;;;78
juízo do juizado especial criminal de colinas do tocantins - tjto;Estadual;TJTO;JE;26;507;0;;;78
juri/execucoes de santo andre - tjsp;Estadual;TJSP;G1;0;72;0;;;78
são joão - juízo único - tjpr;Estadual;TJPR;JE;26;596;0;;;78
segunda vara criminal da comarca de palho�a - tjsc;Estadual;TJSC;G1;26;463;0;;;78
terceira vara criminal - comarca de sinop - sdcr - tjmt;Estadual;TJMT;G1;0;72;0;;;78
tribunal do j?ri de sobradinho - tjdft;Estadual;TJDFT;G1;0;72;0;;;78
vara criminal - esteio - tjrs;Estadual;TJRS;G1;0;72;0;;;78
vara criminal - sapiranga - tjrs;Estadual;TJRS;G1;26;539;0;;;78
vara criminal da comarca de cataguases - tjmg;Estadual;TJMG;G1;0;72;0;;;78
vara criminal da comarca de porto união - tjsc;Estadual;TJSC;JE;26;517;0;;;78
vara criminal e da infância e da juventude da comarca de três pontas - tjmg;Estadual;TJMG;G1;0;72;0;;;78
vara criminal, do tribunal do j?ri e dos delitos de tr?nsito de s?o sebasti?o - tjdft;Estadual;TJDFT;G1;0;72;0;;;78
vara da comarca de envira - tjam;Estadual;TJAM;G1;26;556;0;;;78
vara de crimes contra pessoa e precatórias criminais - tjmg;Estadual;TJMG;G1;0;282;0;;;78
vara de execuções criminais e do tribunal do júri - tjmg;Estadual;TJMG;G1;0;72;0;;;78
vara de execuções penais e de inquéritos policiais da comarca de montes claros - tjmg;Estadual;TJMG;G1;0;161;0;;;78
vara dos feitos relativos a delitos praticados por organizacao criminosa - tjba;Estadual;TJBA;G1;0;72;0;;;78
vara única da comarca de jataúba - tjpe;Estadual;TJPE;G1;0;72;0;;;78
01 criminal de jau - tjsp;Estadual;TJSP;G1;0;73;0;;;79
02 criminal de indaiatuba - tjsp;Estadual;TJSP;G1;26;481;0;;;79
02 criminal de jundiai - tjsp;Estadual;TJSP;JE;26;482;0;;;79
06 criminal de central - tjsp;Estadual;TJSP;G1;0;73;0;;;79
11 criminal de central - tjsp;Estadual;TJSP;G1;0;73;0;;;79
1ª vara criminal - bento gonçalves - tjrs;Estadual;TJRS;G1;0;159;0;;;79
1ª vara criminal - são borja - tjrs;Estadual;TJRS;G1;0;73;0;;;79
1ª vara criminal, do júri e de execuções penais da comarca de itaúna - tjmg;Estadual;TJMG;G1;0;73;0;;;79
21 criminal de central - tjsp;Estadual;TJSP;G1;0;73;0;;;79
28 criminal de central - tjsp;Estadual;TJSP;G1;0;73;0;;;79
2ª vara criminal - santa cruz do sul - tjrs;Estadual;TJRS;G1;26;510;0;;;79
2ª vara da comarca de mombaça - tjce;Estadual;TJCE;G1;0;-1;0;;;79
2ª vice-presidência - tjsc;Estadual;TJSC;G2;36;661;0;;;79
3ª vara de rio largo / criminal - tjal;Estadual;TJAL;G1;0;159;0;;;79
7ª vara criminal - tjba;Estadual;TJBA;G1;0;73;0;;;79
câmaras criminais reunidas - tjma;Estadual;TJMA;G2;36;661;0;;;79
gab. 03 - 3ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;79
juízo da 1ª escrivania criminal de figueirópolis - tjto;Estadual;TJTO;G1;0;73;0;;;79
plantão - 1ª região - tjes;Estadual;TJES;G1;0;161;0;;;79
vara criminal - farroupilha - tjrs;Estadual;TJRS;G1;26;464;0;;;79
vara criminal da comarca de laguna - tjsc;Estadual;TJSC;JE;26;461;0;;;79
vara criminal da comarca de xanxer� - tjsc;Estadual;TJSC;G1;26;458;0;;;79
vara criminal da comarca de xanxerê - tjsc;Estadual;TJSC;JE;26;566;0;;;79
vara criminal e da infância e da juventude da comarca de itajubá - tjmg;Estadual;TJMG;G1;0;66;0;;;79
vara da comarca de boa vista do ramos - tjam;Estadual;TJAM;G1;26;539;0;;;79
[cejusc] vitoria da conquista - tjba;Estadual;TJBA;G1;0;8;0;;;8
02 familia sucessoes de santo amaro - tjsp;Estadual;TJSP;G1;0;8;0;;;8
03 familia sucessoes de ribeirao preto - tjsp;Estadual;TJSP;G1;0;8;0;;;8
04 familia sucessoes de campinas - tjsp;Estadual;TJSP;G1;0;8;0;;;8
2ª vara de família de são luís - tjma;Estadual;TJMA;G1;0;8;0;;;8
30ª vara cível - tjmg;Estadual;TJMG;G1;0;8;0;;;8
3ª vara cível especializada em família, sucessões infância e juventude - erechim - tjrs;Estadual;TJRS;G1;0;8;0;;;8
4ª vara cível (especializada em família) - rio grande - tjrs;Estadual;TJRS;G1;0;8;0;;;8
7? vara de fam?lia de bras?lia - tjdft;Estadual;TJDFT;G1;0;8;0;;;8
colegiado recursal - 2ª turma recursal - tjes;Estadual;TJES;TR;49;763;0;;;8
juizado especial civel crim. de sao luis do paraitinga - tjsp;Estadual;TJSP;JE;26;501;0;;;8
vara adjunta do jec - arroio do meio - tjrs;Estadual;TJRS;JE;26;501;0;;;8
vara de direito banc?rio da comarca de blumenau - tjsc;Estadual;TJSC;G1;0;8;0;;;8
01 criminal de lins - tjsp;Estadual;TJSP;G1;26;463;0;;;80
01 criminal de suzano - tjsp;Estadual;TJSP;G1;0;74;0;;;80
04 criminal de santos - tjsp;Estadual;TJSP;G1;0;74;0;;;80
1ª vara criminal da comarca de florianópolis - tjsc;Estadual;TJSC;G1;0;74;0;;;80
1ª vara criminal da comarca de joinville - tjsc;Estadual;TJSC;G1;0;74;0;;;80
1ª vara criminal da comarca de tubarão - tjsc;Estadual;TJSC;G1;0;74;0;;;80
conceição do castelo - brejetuba (comarca integrada) - tjes;Estadual;TJES;G1;0;393;0;;;80
gabinete do desemb. carlos martins beltrão filho - tjpb;Estadual;TJPB;G2;36;686;0;;;80
vara do juizado especial criminal de ananindeua - tjpa;Estadual;TJPA;JE;26;631;0;;;80
01 criminal de pinheiros - tjsp;Estadual;TJSP;G1;26;465;0;;;81
01 cumulativa de pedreira - tjsp;Estadual;TJSP;G1;0;111;0;;;81
02 criminal de poa - tjsp;Estadual;TJSP;G1;0;111;0;;;81
02 cumulativa de valinhos - tjsp;Estadual;TJSP;G1;0;111;0;;;81
03 criminal de taubate - tjsp;Estadual;TJSP;G1;0;111;0;;;81
1ª vara da comarca de santa quiteria - tjce;Estadual;TJCE;G1;0;111;0;;;81
2ª vara cível, criminal e da infância e da juventude da comarca de pedra azul - tjmg;Estadual;TJMG;G1;0;111;0;;;81
2ª vara da comarca de baturite - tjce;Estadual;TJCE;G1;0;111;0;;;81
2ª vara da comarca de beberibe - tjce;Estadual;TJCE;G1;0;111;0;;;81
2ª vara da comarca de horizonte - tjce;Estadual;TJCE;G1;0;-1;0;;;81
2ª vara mista de sousa - tjpb;Estadual;TJPB;JE;26;460;0;;;81
3548 - tjro;Estadual;TJRO;G2;36;687;0;;;81
central de administração - comarca de nortelândia - sdcr - tjmt;Estadual;TJMT;G1;0;433;0;;;81
central de administração - comarca de nova mutum - sdcr - tjmt;Estadual;TJMT;G1;0;111;0;;;81
central de administração - comarca de pedra preta - sdcr - tjmt;Estadual;TJMT;G1;26;466;0;;;81
juizado especial - 18� unidade comarca de fortaleza - jose walter - tjce;Estadual;TJCE;G1;0;111;0;;;81
vara do único ofício de água branca - tjal;Estadual;TJAL;G1;0;201;0;;;81
vara do único ofício de paripueira - tjal;Estadual;TJAL;G1;0;111;0;;;81
vara unica da comarca de groairas - tjce;Estadual;TJCE;G1;0;433;0;;;81
vara unica da comarca de jati - tjce;Estadual;TJCE;G1;0;111;0;;;81
vara unica da comarca de sao gon�alo do amarante - tjce;Estadual;TJCE;G1;0;111;0;;;81
vara unica de conchal - tjsp;Estadual;TJSP;G1;26;642;0;;;81
01 criminal de praia grande - tjsp;Estadual;TJSP;G1;0;79;0;;;82
02 criminal de guarulhos - tjsp;Estadual;TJSP;G1;0;158;0;;;82
02 criminal de itapetininga - tjsp;Estadual;TJSP;G1;0;158;0;;;82
02 criminal de piracicaba - tjsp;Estadual;TJSP;G1;0;79;0;;;82
02 criminal de sao jose do rio preto - tjsp;Estadual;TJSP;G1;26;464;0;;;82
02 cumulativa de amparo - tjsp;Estadual;TJSP;G1;0;79;0;;;82
04 criminal de guarulhos - tjsp;Estadual;TJSP;G1;0;79;0;;;82
1ª vara criminal - alta floresta do oeste - tjro;Estadual;TJRO;G1;0;79;0;;;82
3ª vara criminal dos crimes dolosos contra a vida e tribunal do júri - tjgo;Estadual;TJGO;G1;0;158;0;;;82
3ª vara de codó - tjma;Estadual;TJMA;G1;0;79;0;;;82
3a. vara regional de mangabeira - tjpb;Estadual;TJPB;G1;0;79;0;;;82
4ª vara criminal - tjro;Estadual;TJRO;G1;0;79;0;;;82
criminal de caraguatatuba - tjsp;Estadual;TJSP;G1;0;79;0;;;82
gabinete do desemb. joas de brito pereira filho - tjpb;Estadual;TJPB;G2;36;664;0;;;82
juizado especial cível e criminal e de violência doméstica e familiar contra a mulher - tjsc;Estadual;TJSC;JE;33;590;0;;;82
juízo da 1ª escrivania criminal de palmeiropolis - tjto;Estadual;TJTO;G1;26;459;0;;;82
vara criminal de santa isabel - tjpa;Estadual;TJPA;G1;0;158;0;;;82
vara de violencia domestica joao pessoa - tjpb;Estadual;TJPB;G1;0;79;0;;;82
vara unica da comarca de arara - tjpb;Estadual;TJPB;G1;0;79;0;;;82
01 criminal de ribeirao preto - tjsp;Estadual;TJSP;G1;0;80;0;;;83
02 criminal de avare - tjsp;Estadual;TJSP;G1;0;80;0;;;83
10ª vara criminal - tjba;Estadual;TJBA;G1;0;80;0;;;83
1ª vara criminal - cachoeira do sul - tjrs;Estadual;TJRS;JE;26;463;0;;;83
1º juizo da 2ª vara do tribunal do júri - tjba;Estadual;TJBA;G1;0;80;0;;;83
2ª vara criminal - cachoeira do sul - tjrs;Estadual;TJRS;G1;26;461;0;;;83
2ª vara criminal - são borja - tjrs;Estadual;TJRS;JE;26;594;0;;;83
2º juizo da 1ª vara do tribunal do júri - tjba;Estadual;TJBA;G1;0;80;0;;;83
3� vara criminal da comarca de juazeiro do norte - tjce;Estadual;TJCE;G1;0;80;0;;;83
4? vara criminal de ceilandia - tjdft;Estadual;TJDFT;G1;0;80;0;;;83
4ª vara criminal da comarca de caucaia - tjce;Estadual;TJCE;G1;0;80;0;;;83
segunda vara criminal - comarca de sinop - sdcr - tjmt;Estadual;TJMT;G1;0;80;0;;;83
vara criminal do itapo? - tjdft;Estadual;TJDFT;G1;0;80;0;;;83
vara do juri e execucoes penais - tjba;Estadual;TJBA;G1;0;80;0;;;83
01 criminal de santa barbara d oeste - tjsp;Estadual;TJSP;G1;0;117;0;;;84
01 cumulativa de caieiras - tjsp;Estadual;TJSP;JE;26;462;0;;;84
01 cumulativa de tiete - tjsp;Estadual;TJSP;G1;0;117;0;;;84
02 cumulativa de varzea paulista - tjsp;Estadual;TJSP;G1;0;-1;0;;;84
criminal de santa cruz do rio pardo - tjsp;Estadual;TJSP;G1;0;117;0;;;84
termo de santa cruz do arari - tjpa;Estadual;TJPA;G1;0;-1;0;;;84
01 criminal de sao caetano do sul - tjsp;Estadual;TJSP;G1;0;82;0;;;85
03 criminal de santos - tjsp;Estadual;TJSP;G1;0;202;0;;;85
1? juizado de viol?ncia dom?stica e familiar contra a mulher de bras?lia - tjdft;Estadual;TJDFT;G1;0;82;0;;;85
1? juizado especial civel e criminal de santa maria - tjdft;Estadual;TJDFT;JE;27;508;0;;;85
1ª vara cível e penal de conceição do araguaia - tjpa;Estadual;TJPA;G1;0;352;-1;;;85
1ª vara criminal - rolim de moura - tjro;Estadual;TJRO;G1;26;463;-1;;;85
1ª vara criminal da comarca de palhoça - tjsc;Estadual;TJSC;G1;0;407;0;;;85
1ª vara criminal de altamira - tjpa;Estadual;TJPA;G1;0;352;0;;;85
1a vara criminal de campina grande - tjpb;Estadual;TJPB;G1;0;82;0;;;85
1ª vara criminal de castanhal - tjpa;Estadual;TJPA;G1;0;82;0;;;85
1ª vara criminal de imperatriz - tjma;Estadual;TJMA;G1;0;352;-1;;;85
1ª vara criminal de parauapebas - tjpa;Estadual;TJPA;G1;0;202;0;;;85
1ª vara criminal distrital de icoaraci - tjpa;Estadual;TJPA;G1;0;82;0;;;85
1a vara da comarca de cuite - tjpb;Estadual;TJPB;G1;0;367;-1;;;85
1ª vara da infância e da juventude - tjpi;Estadual;TJPI;G1;0;352;-1;;;85
1ª vara da infância e da juventude de teresina - tjpi;Estadual;TJPI;G1;0;352;0;;;85
1ª vara de buriticupu - tjma;Estadual;TJMA;G1;0;352;-1;;;85
1ª vara de execução penal - tjgo;Estadual;TJGO;G1;0;82;0;;;85
1a vara regional criminal de mangabeira - tjpb;Estadual;TJPB;G1;0;82;0;;;85
1a. vara criminal de joao pessoa - tjpb;Estadual;TJPB;G1;0;82;0;;;85
1a. vara de cajazeiras - tjpb;Estadual;TJPB;G1;0;82;0;;;85
1a. vara de guarabira - tjpb;Estadual;TJPB;G1;0;82;0;;;85
1a. vara de itaporanga - tjpb;Estadual;TJPB;G1;0;367;-1;;;85
1a. vara de sousa/pb - tjpb;Estadual;TJPB;G1;0;82;0;;;85
2? juizado de viol?ncia dom?stica e familiar contra a mulher de bras?lia - tjdft;Estadual;TJDFT;G1;0;82;0;;;85
2ª camara criminal - tjce;Estadual;TJCE;G2;36;661;0;;;85
2ª vara criminal - ariquemes - tjro;Estadual;TJRO;G1;0;352;0;;;85
2ª vara criminal - ji-paraná - tjro;Estadual;TJRO;G1;0;82;0;;;85
2ª vara criminal - vilhena - tjro;Estadual;TJRO;G1;26;462;0;;;85
2ª vara criminal (crimes dolosos contra a vida, pres trib juri e crimes em geral) - tjgo;Estadual;TJGO;G1;0;405;-1;;;85
2ª vara criminal (crimes dolosos contra a vida, presidência do tribunal do júri e crimes em geral) - tjgo;Estadual;TJGO;G1;0;405;-1;;;85
2ª vara criminal de belém - tjpa;Estadual;TJPA;G1;0;82;0;;;85
2a vara criminal de campina grande - tjpb;Estadual;TJPB;G1;0;202;0;;;85
2ª vara criminal de imperatriz - tjma;Estadual;TJMA;G1;0;352;0;;;85
2ª vara criminal de santarém - tjpa;Estadual;TJPA;G1;0;82;0;;;85
2ª vara criminal de são josé de ribamar - tjma;Estadual;TJMA;G1;0;82;0;;;85
2ª vara criminal distrital de icoaraci - tjpa;Estadual;TJPA;G1;0;82;0;;;85
2ª vara criminal e da infância e da juventude - tjmg;Estadual;TJMG;G1;0;407;0;;;85
2a vara da comarca de cuite - tjpb;Estadual;TJPB;G1;0;352;0;;;85
2ª vara de caxias - tjma;Estadual;TJMA;G1;0;352;-1;;;85
2ª vara de grajau - tjma;Estadual;TJMA;G1;0;367;-1;;;85
2ª vara de itapecuru-mirim - tjma;Estadual;TJMA;G1;26;502;0;;;85
2ª vara de lago da pedra - tjma;Estadual;TJMA;G1;26;566;-1;;;85
2ª vara de paço do lumiar - tjma;Estadual;TJMA;G1;0;82;0;;;85
2ª vara de porto franco - tjma;Estadual;TJMA;G1;0;367;-1;;;85
2ª vara do tribunal do júri - tjpi;Estadual;TJPI;G1;0;352;0;;;85
2ª vara do tribunal do júri de são luís - tjma;Estadual;TJMA;G1;0;82;0;;;85
2a. vara criminal de joao pessoa - tjpb;Estadual;TJPB;G1;0;82;0;;;85
2a. vara de cajazeiras - tjpb;Estadual;TJPB;G1;0;82;0;;;85
2a. vara de guarabira - tjpb;Estadual;TJPB;G1;0;367;-1;;;85
2a. vara de patos - tjpb;Estadual;TJPB;G1;0;82;0;;;85
3? juizado de viol?ncia dom?stica e familiar contra a mulher de bras?lia - tjdft;Estadual;TJDFT;G1;0;82;0;;;85
3ª vara criminal (crimes em geral e precatórias criminais, violência doméstica e familiar contra a mulher) - tjgo;Estadual;TJGO;G1;0;82;0;;;85
3ª vara criminal da capital - tjam;Estadual;TJAM;G1;0;352;-1;;;85
3ª vara criminal de ananindeua - tjpa;Estadual;TJPA;G1;0;82;0;;;85
3ª vara criminal de imperatriz - tjma;Estadual;TJMA;G1;0;352;-1;;;85
3ª vara criminal de marabá - tjpa;Estadual;TJPA;G1;0;82;0;;;85
3ª vara criminal de santarém - tjpa;Estadual;TJPA;G1;0;82;0;;;85
3ª vara criminal de são luís - tjma;Estadual;TJMA;G1;0;352;-1;;;85
3ª vara criminal distrital de icoaraci - tjpa;Estadual;TJPA;G1;0;407;0;;;85
3ª vara de caxias - tjma;Estadual;TJMA;G1;0;352;0;;;85
3ª vara de itapecuru-mirim - tjma;Estadual;TJMA;G1;0;82;0;;;85
3a. vara criminal de joao pessoa - tjpb;Estadual;TJPB;G1;0;82;0;;;85
3º juizado especial criminal de são luís - tjma;Estadual;TJMA;JE;27;508;0;;;85
4ª vara - tjpi;Estadual;TJPI;G1;0;352;0;;;85
4ª vara criminal de belém - tjpa;Estadual;TJPA;G1;0;407;0;;;85
4a vara criminal de campina grande - tjpb;Estadual;TJPB;G1;0;202;0;;;85
4ª vara de santa inês - tjma;Estadual;TJMA;G1;0;352;0;;;85
4º vara de balsas - tjma;Estadual;TJMA;G1;0;426;0;;;85
5ª vara criminal de ananindeua - tjpa;Estadual;TJPA;G1;0;202;0;;;85
5ª vara criminal de são luís - tjma;Estadual;TJMA;G1;0;352;-1;;;85
5ª vara da infância e juventude - tjba;Estadual;TJBA;G1;0;352;-1;;;85
5ª vara de caxias - tjma;Estadual;TJMA;G1;0;82;0;;;85
5a. vara criminal de joao pessoa - tjpb;Estadual;TJPB;G1;0;352;0;;;85
6ª vara criminal - tjpi;Estadual;TJPI;G1;0;352;-1;;;85
6ª vara criminal de competência residual - tjms;Estadual;TJMS;G1;0;349;-1;;;85
6ª vara criminal de são luís - tjma;Estadual;TJMA;G1;0;158;0;;;85
6a. vara de patos - tjpb;Estadual;TJPB;G1;0;352;0;;;85
6a. vara de sousa/pb - tjpb;Estadual;TJPB;G1;0;352;0;;;85
6a. vara regional de mangabeira - tjpb;Estadual;TJPB;G1;0;82;0;;;85
colorado - vara criminal, família e sucessões, infância e juventude e juizado especial criminal - tjpr;Estadual;TJPR;G1;26;458;0;;;85
décima quarta vara criminal - comarca da capital - sdcr - tjmt;Estadual;TJMT;G1;0;407;0;;;85
gabinete do desemb. arnobio alves teodosio - tjpb;Estadual;TJPB;G2;36;664;0;;;85
juizado de viol?ncia dom?stica e familiar contra a mulher de s?o sebasti?o - tjdft;Estadual;TJDFT;G1;0;82;0;;;85
juizado de viol?ncia dom?stica e familiar contra a mulher de santa maria - tjdft;Estadual;TJDFT;G1;0;352;0;;;85
juizado de viol?ncia dom?stica e familiar contra a mulher de sobradinho - tjdft;Estadual;TJDFT;G1;0;82;0;;;85
juizado de viol?ncia dom?stica e familiar contra a mulher de taguatinga - tjdft;Estadual;TJDFT;G1;0;405;-1;;;85
juizado de viol?ncia dom?stica e familiar contra a mulher do recanto das emas - tjdft;Estadual;TJDFT;G1;0;82;0;;;85
juizado de viol?ncia dom?stica e familiar contra a mulher do riacho fundo - tjdft;Estadual;TJDFT;G1;0;352;-1;;;85
juizado especial c?vel e criminal e juizado de viol?ncia dom?stica e familiar contra a mulher de brazl?ndia - tjdft;Estadual;TJDFT;JE;25;508;-1;;;85
juizado especial criminal e de violência doméstica da comarca de chapecó - tjsc;Estadual;TJSC;JE;26;631;0;;;85
juízo da 1ª escrivania criminal de cristalândia - tjto;Estadual;TJTO;G1;0;202;0;;;85
juízo da 1ª escrivania criminal de filadélfia - tjto;Estadual;TJTO;G1;26;459;0;;;85
juízo da 1ª escrivania criminal de itaguatins - tjto;Estadual;TJTO;G1;26;566;0;;;85
juízo da 1ª escrivania criminal de novo acordo - tjto;Estadual;TJTO;G1;26;481;0;;;85
juízo da 1ª vara criminal de pedro afonso - tjto;Estadual;TJTO;G1;26;566;0;;;85
juizo do juizado especial criminal de araguaína - tjto;Estadual;TJTO;JE;25;617;0;;;85
maringá - 3ª vara criminal - tjpr;Estadual;TJPR;G1;0;202;0;;;85
maringá - 4ª vara criminal - tjpr;Estadual;TJPR;G1;0;202;0;;;85
maringá - juizado de violência doméstica e familiar contra a mulher e vara de crimes contra crianças, adolescentes e idosos - tjpr;Estadual;TJPR;G1;0;85;0;;;85
seção especializada cível - tjal;Estadual;TJAL;G2;35;683;-1;;;85
segunda vara criminal - comarca de barra do garças - sdcr - tjmt;Estadual;TJMT;G1;0;407;0;;;85
vara criminal (crimes em geral, crimes dolosos contra a vida, presidência do tribunal do júri, execução penal e precatórias criminais) - tjgo;Estadual;TJGO;G1;0;85;-1;;;85
vara criminal da comarca de braço do norte - tjsc;Estadual;TJSC;G1;26;631;0;;;85
vara criminal da comarca de são francisco do sul - tjsc;Estadual;TJSC;G1;33;590;0;;;85
vara criminal da comarca de xinguara - tjpa;Estadual;TJPA;G1;0;367;0;;;85
vara criminal de barcarena - tjpa;Estadual;TJPA;G1;0;352;0;;;85
vara criminal de benevides - tjpa;Estadual;TJPA;G1;0;352;-1;;;85
vara criminal de itaituba - tjpa;Estadual;TJPA;G1;0;352;-1;;;85
vara criminal de marituba - tjpa;Estadual;TJPA;G1;0;82;0;;;85
vara criminal de tucuruí - tjpa;Estadual;TJPA;G1;0;405;-1;;;85
vara da comarca de ipixuna - tjam;Estadual;TJAM;G1;26;539;0;;;85
vara da justiça militar estadual - tjms;Estadual;TJMS;G1;0;367;0;;;85
vara de crimes contra vulneráveis - tjrr;Estadual;TJRR;G1;0;426;0;;;85
vara de entorpecentes de campina grande - tjpb;Estadual;TJPB;G1;0;407;0;;;85
vara de execução de penas e medidas alternativas - vepema - porto velho - fórum criminal - tjro;Estadual;TJRO;G1;0;85;0;;;85
vara de juizado de violência doméstica e familiar contra a mulher de santarém - tjpa;Estadual;TJPA;G1;0;202;0;;;85
vara de prote��o � inf�ncia e juventude - tjro;Estadual;TJRO;G1;0;352;-1;;;85
vara do tribunal do júri de ananindeua - tjpa;Estadual;TJPA;G1;0;82;0;;;85
vara esp. infância e juventude - comarca de várzea grande - sdcr - tjmt;Estadual;TJMT;G1;0;352;-1;;;85
vara unica da comarca de alagoa nova - tjpb;Estadual;TJPB;G1;0;352;-1;;;85
vara unica da comarca de belem - tjpb;Estadual;TJPB;G1;0;-1;-1;;;85
vara unica da comarca de boqueirao - tjpb;Estadual;TJPB;G1;0;-1;-1;;;85
vara unica da comarca de coremas - tjpb;Estadual;TJPB;G1;0;367;-1;;;85
vara única da comarca de lagoa de itaenga - tjpe;Estadual;TJPE;G1;0;82;0;;;85
vara unica da comarca de serra branca - tjpb;Estadual;TJPB;G1;0;82;0;;;85
vara unica de agua branca - tjpb;Estadual;TJPB;G1;0;426;-1;;;85
vara unica de alagoa grande - tjpb;Estadual;TJPB;G1;0;352;-1;;;85
vara única de bom jardim - tjma;Estadual;TJMA;G1;26;510;-1;;;85
vara única de igarapé miri - tjpa;Estadual;TJPA;G1;26;568;-1;;;85
vara única de itainópolis - tjpi;Estadual;TJPI;G1;0;367;-1;;;85
vara unica de magalhaes de almeida - tjma;Estadual;TJMA;G1;0;352;-1;;;85
vara única de são joão batista - tjma;Estadual;TJMA;G1;0;352;-1;;;85
vara unica de sao jose de piranhas - tjpb;Estadual;TJPB;G1;0;367;0;;;85
vara unica de teixeira - tjpb;Estadual;TJPB;G1;0;-1;-1;;;85
01 criminal de sao jose dos campos - tjsp;Estadual;TJSP;G1;0;83;0;;;86
01 cumulativa de campo limpo paulista - tjsp;Estadual;TJSP;G1;26;462;0;;;86
02 criminal de ourinhos - tjsp;Estadual;TJSP;G1;0;83;0;;;86
02 cumulativa de jacupiranga - tjsp;Estadual;TJSP;G1;0;83;0;;;86
02 cumulativa de jandira - tjsp;Estadual;TJSP;G1;0;83;0;;;86
02 cumulativa de mirandopolis - tjsp;Estadual;TJSP;G1;0;83;0;;;86
02 cumulativa de sao manuel - tjsp;Estadual;TJSP;G1;0;83;0;;;86
04 criminal de sorocaba - tjsp;Estadual;TJSP;G1;0;83;0;;;86
1ª vara criminal da justiça militar - tjrr;Estadual;TJRR;G1;0;83;0;;;86
1ª vara criminal de são luís - tjma;Estadual;TJMA;G1;0;83;0;;;86
1ª vara das execuçoes penais da comarca de fortaleza - tjce;Estadual;TJCE;G1;0;83;0;;;86
2ª vara criminal da comarca de juazeiro do norte - tjce;Estadual;TJCE;G1;0;83;0;;;86
2ª vara da comarca de cascavel - tjce;Estadual;TJCE;G1;0;83;0;;;86
anexo viol. domest. e fam. contra a mulher de ribeirao preto - tjsp;Estadual;TJSP;G1;0;83;0;;;86
anexo viol. domest. e fam. contra a mulher de suzano - tjsp;Estadual;TJSP;G1;0;83;0;;;86
juizado especial civel crim. de sao manuel - tjsp;Estadual;TJSP;JE;26;464;0;;;86
juri/exec./inf.juv. de braganca paulista - tjsp;Estadual;TJSP;G1;0;83;0;;;86
juri/execucoes de piracicaba - tjsp;Estadual;TJSP;G1;0;83;0;;;86
juri/execucoes de santos - tjsp;Estadual;TJSP;G1;0;83;0;;;86
juri/execucoes de sao jose dos campos - tjsp;Estadual;TJSP;G1;0;83;0;;;86
vara do único ofício de igreja nova - tjal;Estadual;TJAL;G1;0;83;0;;;86
vara do único ofício de matriz de camaragibe - tjal;Estadual;TJAL;G1;0;83;0;;;86
vara do único ofício de pão de açúcar - tjal;Estadual;TJAL;G1;26;458;0;;;86
vara juizado esp. civel crim. de guaratingueta - tjsp;Estadual;TJSP;JE;26;464;0;;;86
vara �nica da comarca de lebon r�gis - tjsc;Estadual;TJSC;G1;0;83;0;;;86
vara �nica da comarca de rio do campo - tjsc;Estadual;TJSC;G1;26;458;0;;;86
vara unica da comarca de aratuba - tjce;Estadual;TJCE;G1;0;83;0;;;86
vara unica da comarca de barreira - tjce;Estadual;TJCE;G1;0;83;0;;;86
vara unica da comarca de itaitinga - tjce;Estadual;TJCE;G1;0;83;0;;;86
vara unica de aguas de lindoia - tjsp;Estadual;TJSP;G1;0;83;0;;;86
vara viol. domest. e fam. contra a mulher de sao jose dos campos - tjsp;Estadual;TJSP;G1;0;83;0;;;86
01 criminal de sao miguel paulista - tjsp;Estadual;TJSP;G1;0;84;0;;;87
