;case: orgao_mun;14;195;287;864;899;1146;1156;1209;6191;7724;8826;9633;9985;10739;11049;11068;11428;12467;12480;12734;2;268;268:269;268:277;268:281;268:284;268:303;268:308;268:316;268:334;268:412;2:1106;2:12133;2:158;2:175;2:197;2:214;385;385:406;total;cluster;count
1785;SEGUNDA VARA DA COMARCA DE RIO NEGRINHO - TJSC;0.674;0.034;0.117;0.0;0.124;0.0;0.0;0.008;0.0;0.0;0.036;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.005;0.093;0.01;0.005;0.0;0.0;0.0;0.0;0.054;0.0;0.811;0.005;0.0;0.005;0.005;0.0;0.025;-1;-1
1786;SEGUNDA VARA DA COMARCA DE SANTO AMARO DA IMPERATRIZ - TJSC;0.099;0.012;0.385;0.0;0.391;0.0;0.012;0.0;0.0;0.0;0.087;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.043;0.261;0.037;0.0;0.0;0.025;0.0;0.0;0.348;0.0;0.242;0.0;0.0;0.025;0.012;0.0;0.01;-1;-1
1787;SEGUNDA VARA DA COMARCA DE URUSSANGA - TJSC;0.135;0.123;0.426;0.0;0.226;0.0;0.0;0.0;0.0;0.019;0.052;0.0;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.374;0.013;0.032;0.0;0.0;0.0;0.0;0.323;0.0;0.232;0.006;0.0;0.006;0.0;0.0;0.01;-1;-1
1788;SEGUNDA VARA DA FAZENDA P?BLICA E VARA REGIONAL DE EXECU??ES FISCAIS ESTADUAIS DA COMARCA DE BLUMENAU - TJSC;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0
1789;SEGUNDA VARA ESP. DA FAZENDA PÚBLICA - COMARCA DA CAPITAL - SDCR - TJMT;0.137;0.071;0.0;0.048;0.128;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.28;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.759;0.0;0.193;0.033;0.0;0.015;0.0;0.0;0.022;-1;-1
1790;SEGUNDA VARA ESP. DA FAZENDA PÚBLICA - COMARCA DE RONDONÓPOLIS - SDCR - TJMT;0.851;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.028;0.0;0.055;0.0;0.0;0.0;0.0;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.105;0.0;0.895;0.0;0.0;0.0;0.0;0.0;0.012;0;0
1791;SEGUNDA VARA ESP. DA FAZENDA PÚBLICA - COMARCA DE VÁRZEA GRANDE - SDCR - TJMT;0.743;0.122;0.022;0.009;0.009;0.0;0.013;0.0;0.0;0.0;0.034;0.0;0.047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.006;0.0;0.0;0.0;0.0;0.0;0.207;0.0;0.762;0.0;0.0;0.009;0.0;0.0;0.021;-1;-1
1792;SEGUNDA VARA ESP. DE FAMÍLIA E SUCESSÕES - COMARCA DA CAPITAL - SDCR - TJMT;0.0;0.0;0.0;0.0;0.964;0.0;0.0;0.0;0.0;0.0;0.018;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.875;0.0;0.036;0.054;0.0;0.036;0.0;0.0;0.004;1;1
1793;SEGUNDA VARA ESP. VIOL. DOMÉSTICA E FAM. CONTRA MULHER - COMARCA DA CAPITAL - SDCR - TJMT;0.0;0.0;0.991;0.0;0.005;0.0;0.0;0.002;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.991;0.0;0.0;0.002;0.0;0.0;0.0;0.002;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.037;3;3
1794;SEGUNDA VARA ESPECIALIZADA EM DIREITO BANCÁRIO - COMARCA DA CAPITAL - SDCR - TJMT;0.0;0.0;0.0;0.0;0.585;0.0;0.257;0.0;0.0;0.0;0.151;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.596;0.0;0.375;0.029;0.0;0.0;0.0;0.0;0.029;-1;-1
1795;SERRA - 1ª VARA CRIMINAL - TJES;0.0;0.0;0.932;0.0;0.0;0.0;0.005;0.005;0.0;0.0;0.049;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.01;0.214;0.578;0.029;0.0;0.0;0.0;0.102;0.0;0.058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;-1;-1
1796;SERRA - 1ª VARA CÍVEL - TJES;0.003;0.0;0.0;0.01;0.657;0.0;0.127;0.0;0.0;0.0;0.186;0.003;0.01;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.732;0.007;0.193;0.052;0.0;0.016;0.0;0.0;0.02;-1;-1
1797;SERRA - 2ª VARA CRIMINAL - TJES;0.0;0.0;0.963;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.014;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018;0.0;0.203;0.631;0.005;0.0;0.0;0.0;0.023;0.0;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;-1;-1
1798;SERRA - 2ª VARA CÍVEL - TJES;0.0;0.0;0.0;0.0;0.623;0.0;0.232;0.0;0.0;0.0;0.145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.775;0.0;0.173;0.0;0.0;0.048;0.0;0.0;0.019;-1;-1
1799;SERRA - 3ª VARA CRIMINAL - TRIBUNAL DO JURI - TJES;0.0;0.0;0.993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.4;0.491;0.0;0.0;0.0;0.007;0.025;0.0;0.074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026;-1;-1
1800;SERRA - 3ª VARA CÍVEL - TJES;0.0;0.0;0.0;0.019;0.619;0.0;0.142;0.0;0.0;0.0;0.221;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.736;0.0;0.215;0.011;0.0;0.038;0.0;0.0;0.024;-1;-1
1801;SERRA - 4ª VARA CRIMINAL - TJES;0.0;0.0;0.958;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023;0.0;0.131;0.588;0.031;0.0;0.0;0.0;0.065;0.004;0.158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;-1;-1
1802;SERRA - 4ª VARA CÍVEL  - TJES;0.0;0.0;0.0;0.003;0.699;0.0;0.191;0.0;0.0;0.0;0.104;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.709;0.01;0.221;0.03;0.0;0.03;0.0;0.0;0.019;-1;-1
1803;SERRA - 5ª VARA CRIMINAL - TJES;0.0;0.0;0.977;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.014;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.217;0.095;0.624;0.005;0.0;0.0;0.023;0.005;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;-1;-1
1804;SERRA - 5ª VARA CÍVEL - TJES;0.009;0.0;0.003;0.003;0.494;0.0;0.116;0.0;0.0;0.0;0.364;0.006;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.736;0.003;0.205;0.006;0.0;0.051;0.0;0.0;0.023;2;2
1805;SERRA - 6ª VARA CRIMINAL - TJES;0.0;0.0;0.956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.237;0.229;0.0;0.0;0.453;0.0;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;-1;-1
1806;SERRA - FAZENDA PUBL ESTADUAL/REG PÚBLICO/MEIO AMBIENTE - TJES;0.151;0.0;0.0;0.0;0.151;0.0;0.0;0.0;0.0;0.26;0.247;0.0;0.151;0.0;0.0;0.0;0.0;0.027;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.918;0.0;0.027;0.027;0.0;0.027;0.0;0.0;0.005;-1;-1
1807;SERRA - VARA FAZENDA PUBLICA MUNICIPAL - TJES;0.827;0.001;0.001;0.0;0.011;0.0;0.001;0.0;0.0;0.0;0.026;0.0;0.133;0.0;0.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.101;0.0;0.887;0.008;0.0;0.004;0.0;0.0;0.102;-1;-1
1808;SETOR DE EXECUCOES FAZENDA PUBLICA DE CENTRAL - TJSP;0.009;0.0;0.0;0.0;0.421;0.0;0.0;0.0;0.0;0.0;0.064;0.0;0.506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.884;0.0;0.103;0.0;0.0;0.009;0.0;0.0;0.015;-1;-1
1809;SEXTA VARA - COMARCA DE ALTA FLORESTA - SDCR - TJMT;0.597;0.031;0.0;0.003;0.261;0.0;0.028;0.0;0.0;0.003;0.05;0.0;0.025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.157;0.0;0.792;0.006;0.0;0.022;0.0;0.0;0.021;-1;-1
1810;SEXTA VARA - COMARCA DE LUCAS DO RIO VERDE - SDCR - TJMT;0.303;0.08;0.0;0.0;0.468;0.0;0.059;0.0;0.0;0.0;0.085;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.404;0.0;0.543;0.016;0.0;0.016;0.0;0.0;0.012;-1;-1
1811;SEXTA VARA - COMARCA DE SINOP - SDCR - TJMT;0.419;0.0;0.0;0.097;0.065;0.0;0.0;0.0;0.0;0.0;0.065;0.0;0.355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.758;0.0;0.226;0.0;0.0;0.016;0.0;0.0;0.004;-1;-1
1812;SEXTA VARA CRIMINAL - COMARCA DA CAPITAL - SDCR - TJMT;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.402;0.591;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;-1;-1
1813;SEXTA VARA CÍVEL - COMARCA DA CAPITAL - SDCR - TJMT;0.005;0.0;0.0;0.003;0.487;0.0;0.056;0.0;0.0;0.003;0.431;0.0;0.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.535;0.0;0.436;0.013;0.0;0.013;0.0;0.0;0.024;-1;-1
1814;SIQUEIRA CAMPOS - JUÍZO ÚNICO - TJPR;0.07;0.181;0.304;0.0;0.304;0.0;0.0;0.035;0.0;0.0;0.082;0.0;0.023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.211;0.0;0.0;0.0;0.0;0.047;0.0;0.52;0.0;0.082;0.012;0.0;0.047;0.082;0.0;0.011;-1;-1
1815;SIRIRI - TJSE;0.078;0.111;0.248;0.02;0.124;0.0;0.039;0.039;0.0;0.0;0.294;0.0;0.039;0.0;0.0;0.0;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.065;0.144;0.007;0.02;0.02;0.0;0.02;0.0;0.49;0.0;0.203;0.0;0.0;0.013;0.02;0.0;0.01;-1;-1
1816;SÃO DOMINGOS - TJSE;0.048;0.024;0.234;0.024;0.145;0.0;0.04;0.008;0.0;0.0;0.298;0.0;0.177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.073;0.129;0.0;0.0;0.032;0.0;0.008;0.0;0.532;0.0;0.202;0.0;0.0;0.024;0.0;0.0;0.008;-1;-1
1817;SÃO FRANCISCO DO GUAPORÉ - VARA ÚNICA - TJRO;0.656;0.0;0.0;0.0;0.233;0.0;0.022;0.0;0.0;0.0;0.011;0.0;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.189;0.0;0.811;0.0;0.0;0.0;0.0;0.0;0.006;-1;-1
1818;SÃO GABRIEL DA PALHA - 1ª VARA - TJES;0.212;0.061;0.0;0.002;0.307;0.0;0.01;0.0;0.0;0.002;0.338;0.0;0.064;0.0;0.0;0.0;0.0;0.003;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.336;0.0;0.598;0.018;0.002;0.047;0.0;0.0;0.04;-1;-1
1819;SÃO GABRIEL DA PALHA - 2ª VARA - TJES;0.0;0.0;0.879;0.0;0.016;0.0;0.0;0.0;0.0;0.0;0.071;0.011;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.077;0.604;0.126;0.0;0.082;0.0;0.071;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.005;0.012;-1;-1
1820;SÃO JERÔNIMO DA SERRA - JUÍZO ÚNICO - TJPR;0.038;0.138;0.362;0.0;0.362;0.0;0.0;0.012;0.0;0.012;0.062;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;0.262;0.025;0.025;0.0;0.0;0.05;0.0;0.425;0.0;0.075;0.1;0.0;0.0;0.025;0.0;0.01;-1;-1
1821;SÃO JOSÉ DO CALÇADO - VARA ÚNICA - TJES;0.076;0.134;0.235;0.0;0.252;0.0;0.0;0.0;0.0;0.008;0.244;0.008;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.0;0.008;0.202;0.008;0.0;0.025;0.0;0.059;0.0;0.454;0.017;0.118;0.025;0.0;0.084;0.0;0.0;0.008;-1;-1
1822;SÃO JOSÉ DOS PINHAIS - 1ª VARA CRIMINAL - TJPR;0.0;0.0;0.992;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.094;0.611;0.041;0.0;0.0;0.008;0.242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.016;-1;-1
1823;SÃO JOSÉ DOS PINHAIS - 1ª VARA CÍVEL - TJPR;0.025;0.0;0.0;0.0;0.79;0.0;0.0;0.0;0.0;0.0;0.169;0.0;0.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.572;0.008;0.28;0.082;0.0;0.058;0.0;0.0;0.016;-1;-1
1824;SÃO JOSÉ DOS PINHAIS - 2ª VARA CRIMINAL - TJPR;0.0;0.0;0.868;0.0;0.011;0.0;0.0;0.111;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021;0.0;0.063;0.353;0.021;0.011;0.0;0.011;0.411;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.111;0.0;0.012;-1;-1
1825;SÃO JOSÉ DOS PINHAIS - 2ª VARA CÍVEL - TJPR;0.009;0.0;0.0;0.0;0.775;0.0;0.036;0.0;0.0;0.0;0.162;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.55;0.0;0.414;0.027;0.0;0.009;0.0;0.0;0.014;-1;-1
1826;SÃO JOÃO DO IVAÍ - JUÍZO ÚNICO - TJPR;0.327;0.036;0.059;0.0;0.406;0.0;0.0;0.018;0.0;0.032;0.097;0.0;0.024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.044;0.006;0.004;0.0;0.0;0.008;0.004;0.323;0.0;0.519;0.012;0.0;0.065;0.01;0.0;0.032;-1;-1
1827;SÃO MATEUS - 1ª VARA CRIMINAL - TJES;0.0;0.0;0.952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.096;0.615;0.221;0.0;0.0;0.01;0.048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.007;-1;-1
1828;SÃO MATEUS - 1ª VARA CÍVEL - TJES;0.128;0.038;0.0;0.01;0.49;0.0;0.048;0.0;0.0;0.0;0.214;0.003;0.055;0.0;0.0;0.0;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.514;0.0;0.452;0.014;0.017;0.003;0.0;0.0;0.019;-1;-1
1829;SÃO MATEUS - 2ª VARA CÍVEL - TJES;0.328;0.007;0.0;0.0;0.35;0.0;0.036;0.0;0.0;0.015;0.08;0.0;0.161;0.0;0.0;0.0;0.0;0.007;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.489;0.0;0.504;0.0;0.0;0.007;0.0;0.0;0.009;-1;-1
1830;SÃO MATEUS DO SUL - VARA CRIMINAL, FAMÍLIA E SUCESSÕES, INFÂNCIA E JUVENTUDE E JUIZADO ESPECIAL CRIMINAL - TJPR;0.0;0.0;0.779;0.0;0.0;0.0;0.0;0.163;0.0;0.0;0.058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.302;0.477;0.023;0.023;0.0;0.0;0.105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.006;-1;-1
1831;SÃO MIGUEL DO ALEIXO - TJSE;0.029;0.0;0.221;0.0;0.382;0.0;0.0;0.0;0.0;0.015;0.176;0.0;0.176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.029;0.191;0.0;0.0;0.0;0.0;0.0;0.0;0.691;0.0;0.074;0.0;0.0;0.015;0.0;0.0;0.004;-1;-1
1832;SÃO MIGUEL DO IGUAÇU - VARA CÍVEL, DA FAZENDA PÚBLICA, ACIDENTES DO TRABALHO, REGISTROS PÚBLICOS E CORREGEDORIA DO FORO EXTRAJUDICIAL, JUIZADO ESPECIAL CÍVEL E JUIZADO ESPECIAL DA FAZENDA PÚBLICA - TJPR;0.193;0.0;0.0;0.0;0.348;0.0;0.0;0.0;0.0;0.012;0.385;0.0;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.335;0.0;0.602;0.012;0.0;0.05;0.0;0.0;0.01;-1;-1
1833;SÉTIMA VARA CÍVEL - COMARCA DA CAPITAL - SDCR - TJMT;0.004;0.0;0.0;0.0;0.714;0.0;0.085;0.0;0.0;0.002;0.176;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.333;0.022;0.0;0.043;0.0;0.0;0.033;5;5
1834;TEIXEIRA SOARES - JUÍZO ÚNICO - TJPR;0.73;0.011;0.112;0.0;0.112;0.0;0.0;0.006;0.0;0.0;0.006;0.011;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.112;0.0;0.0;0.0;0.0;0.0;0.0;0.096;0.0;0.753;0.0;0.0;0.011;0.028;0.0;0.012;-1;-1
1835;TELÊMACO BORBA - VARA CRIMINAL - TJPR;0.0;0.0;0.843;0.0;0.0;0.0;0.0;0.157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.566;0.145;0.012;0.024;0.0;0.012;0.048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.193;0.0;0.011;-1;-1
1836;TELÊMACO BORBA - VARA CÍVEL E DA FAZENDA PÚBLICA - TJPR;0.322;0.0;0.0;0.0;0.497;0.0;0.034;0.0;0.0;0.0;0.147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.548;0.0;0.418;0.0;0.0;0.034;0.0;0.0;0.011;-1;-1
1837;TERCEIRA VARA - COMARCA DE ALTA FLORESTA - SDCR - TJMT;0.616;0.079;0.003;0.0;0.209;0.0;0.024;0.0;0.0;0.003;0.056;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.222;0.0;0.743;0.0;0.0;0.026;0.0;0.0;0.025;-1;-1
1838;TERCEIRA VARA - COMARCA DE BARRA DO BUGRES - SDCR - TJMT;0.0;0.0;0.896;0.0;0.03;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.746;0.104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.0;0.0;0.104;0.0;0.004;-1;-1
1839;TERCEIRA VARA - COMARCA DE CAMPO VERDE - SDCR - TJMT;0.0;0.0;0.876;0.0;0.008;0.0;0.0;0.047;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.403;0.333;0.016;0.008;0.047;0.008;0.093;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.085;0.0;0.008;-1;-1
1840;TERCEIRA VARA - COMARCA DE COLÍDER - SDCR - TJMT;0.017;0.0;0.793;0.008;0.0;0.0;0.0;0.091;0.0;0.0;0.083;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24;0.355;0.025;0.0;0.033;0.0;0.165;0.0;0.025;0.0;0.0;0.0;0.0;0.0;0.157;0.0;0.008;-1;-1
1841;TERCEIRA VARA - COMARCA DE CÁCERES - SDCR - TJMT;0.013;0.007;0.0;0.0;0.623;0.0;0.066;0.0;0.0;0.013;0.272;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49;0.0;0.411;0.079;0.0;0.0;0.0;0.0;0.01;-1;-1
1842;TERCEIRA VARA - COMARCA DE JACIARA - SDCR - TJMT;0.0;0.0;0.873;0.0;0.0;0.0;0.0;0.127;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.173;0.536;0.064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.227;0.0;0.007;-1;-1
1843;TERCEIRA VARA - COMARCA DE JUÍNA - SDCR - TJMT;0.0;0.0;0.916;0.0;0.019;0.0;0.0;0.058;0.0;0.0;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.232;0.503;0.013;0.0;0.019;0.0;0.071;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.148;0.0;0.01;-1;-1
1844;TERCEIRA VARA - COMARCA DE LUCAS DO RIO VERDE - SDCR - TJMT;0.301;0.029;0.005;0.0;0.478;0.0;0.005;0.0;0.0;0.0;0.172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.191;0.0;0.727;0.01;0.0;0.067;0.0;0.0;0.014;-1;-1
1845;TERCEIRA VARA - COMARCA DE NOVA MUTUM - SDCR - TJMT;0.0;0.0;0.889;0.0;0.0;0.0;0.0;0.049;0.0;0.0;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.173;0.679;0.049;0.0;0.0;0.0;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.037;0.0;0.005;-1;-1
1846;TERCEIRA VARA - COMARCA DE PONTES E LACERDA - SDCR - TJMT;0.0;0.0;0.952;0.0;0.008;0.0;0.0;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.254;0.476;0.024;0.0;0.087;0.0;0.079;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.071;0.0;0.008;-1;-1
1847;TERCEIRA VARA - COMARCA DE PORTO ALEGRE DO NORTE - SDCR - TJMT;0.0;0.0;0.909;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.326;0.509;0.0;0.017;0.029;0.006;0.091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023;0.0;0.011;-1;-1
1848;TERCEIRA VARA - COMARCA DE PRIMAVERA DO LESTE - SDCR - TJMT;0.003;0.003;0.003;0.0;0.688;0.0;0.026;0.0;0.0;0.009;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.591;0.0;0.358;0.023;0.0;0.017;0.0;0.0;0.023;-1;-1
1849;TERCEIRA VARA - COMARCA DE SINOP - SDCR - TJMT;0.0;0.0;0.0;0.0;0.645;0.0;0.173;0.0;0.0;0.0;0.179;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.575;0.0;0.382;0.023;0.0;0.017;0.0;0.0;0.02;-1;-1
1850;TERCEIRA VARA - COMARCA DE SORRISO - SDCR - TJMT;0.0;0.0;0.0;0.0;0.713;0.0;0.02;0.0;0.0;0.012;0.251;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.442;0.0;0.502;0.036;0.0;0.02;0.0;0.0;0.016;-1;-1
