Orgao;2;268;268:269;268:277;268:281;268:284;268:303;268:308;268:316;268:334;268:412;2:1106;2:12133;2:158;2:175;2:197;2:214;385;385:406
vara única da comarca de medina - tjmg (g1);0;0;0;1;1;0;0;0;0;2;0;36;0;13;0;0;2;0;0
vara única da comarca de meleiro - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;4;0;0
vara única da comarca de mercês - tjmg (g1);0;0;0;16;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
vara única da comarca de mesquita - tjmg (g1);0;0;0;0;2;0;0;0;0;0;0;10;0;6;0;0;0;0;0
vara única da comarca de minas novas - tjmg (g1);0;0;0;2;4;0;0;0;0;0;0;26;0;47;0;0;6;6;0
vara única da comarca de miradouro - tjmg (g1);0;0;0;4;0;0;0;0;0;0;0;14;0;18;0;0;4;2;0
vara única da comarca de mirandiba - tjpe (g1);0;0;0;21;28;2;0;0;2;1;0;11;0;60;0;0;2;26;0
vara única da comarca de miraí - tjmg (g1);0;0;0;7;2;0;0;0;0;6;0;18;0;38;0;0;0;0;0
vara única da comarca de modelo - tjsc (g1);0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;10;0;0
vara única da comarca de mondaí - tjsc (g1);0;0;0;3;1;0;0;0;0;0;0;23;0;3;0;0;1;2;0
vara única da comarca de montalvânia - tjmg (g1);0;0;0;0;2;0;0;0;0;0;0;38;0;0;0;0;0;0;0
vara única da comarca de monte alegre de minas - tjmg (g1);0;0;0;4;0;1;0;0;0;0;0;10;0;38;0;0;4;0;0
vara única da comarca de monte azul - tjmg (g1);0;0;0;8;6;0;0;0;0;2;0;72;0;32;2;0;0;4;0
vara única da comarca de monte belo - tjmg (g1);0;0;0;12;0;0;0;0;0;7;0;12;0;6;0;0;2;0;0
vara única da comarca de monte santo de minas - tjmg (g1);0;0;0;16;2;0;0;0;0;16;0;84;0;18;0;0;2;1;0
vara única da comarca de monte sião - tjmg (g1);0;0;0;0;3;2;1;0;0;1;0;28;0;573;0;0;2;2;0
vara única da comarca de morada nova de minas - tjmg (g1);0;0;0;1;1;0;0;0;0;0;0;22;0;10;0;0;2;0;0
vara única da comarca de moreilândia - tjpe (g1);0;0;0;0;12;0;0;0;0;0;0;13;0;0;0;0;0;2;0
vara única da comarca de mutum - tjmg (g1);0;0;0;3;5;0;0;0;0;0;0;48;0;24;0;0;2;0;0
vara única da comarca de muzambinho - tjmg (g1);0;0;0;9;6;0;0;0;0;4;0;68;0;566;2;0;2;1;0
vara única da comarca de natércia - tjmg (g1);0;0;0;2;0;0;0;0;0;0;0;10;0;36;0;0;0;0;0
vara única da comarca de nazaré da mata - tjpe (g1);0;0;0;23;55;0;0;0;0;0;0;89;0;46;8;0;0;0;0
vara única da comarca de nepomuceno - tjmg (g1);0;0;0;8;2;0;0;0;0;2;0;8;0;12;0;0;2;0;0
vara única da comarca de nova era - tjmg (g1);0;0;0;2;0;0;0;0;0;0;0;32;0;28;0;0;0;0;0
vara única da comarca de nova ponte - tjmg (g1);0;0;0;9;11;0;0;0;0;0;0;74;0;58;0;0;4;0;0
vara única da comarca de nova resende - tjmg (g1);0;0;0;2;1;0;0;0;0;0;0;30;0;12;0;0;0;0;0
vara única da comarca de novo cruzeiro - tjmg (g1);0;0;0;8;10;0;0;0;0;0;0;58;0;38;0;0;4;0;0
vara única da comarca de orobó - tjpe (g1);0;2;0;2;9;0;0;0;0;0;0;30;0;112;0;0;4;22;0
vara única da comarca de orocó - tjpe (g1);0;0;0;8;6;0;0;0;0;2;0;65;0;2;0;0;0;12;0
vara única da comarca de otacílio costa - tjsc (g1);0;0;0;0;10;0;0;0;0;0;0;8;0;11;0;0;0;0;0
vara única da comarca de ouro branco - tjmg (g1);0;0;0;12;0;0;0;0;0;0;0;20;0;36;0;0;6;0;0
vara única da comarca de palma - tjmg (g1);0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
vara única da comarca de palmeirina - tjpe (g1);0;0;0;6;6;0;0;0;0;1;0;22;0;32;0;0;0;0;0
vara única da comarca de palmitos - tjsc (g1);0;0;0;0;2;3;0;0;0;13;0;9;0;5;0;0;4;0;0
vara única da comarca de panelas - tjpe (g1);0;0;0;1;39;0;0;0;0;0;0;29;0;8;2;0;0;2;0
vara única da comarca de papanduva - tjsc (g1);0;2;0;0;3;0;0;0;0;2;0;7;0;5;0;0;2;0;0
vara única da comarca de paraguaçu - tjmg (g1);0;0;0;4;7;0;0;0;0;0;0;16;0;2;0;0;0;1;0
vara única da comarca de paraisópolis - tjmg (g1);0;0;0;0;4;0;0;0;0;6;0;10;0;12;0;0;0;0;0
vara única da comarca de paraopeba - tjmg (g1);0;0;0;0;3;0;0;0;0;0;0;28;0;13;0;0;2;0;0
vara única da comarca de parnamirim - tjpe (g1);0;0;0;10;22;2;0;0;0;0;0;92;0;50;0;0;2;4;0
vara única da comarca de passa-quatro - tjmg (g1);0;0;0;1;1;0;0;0;0;0;0;12;0;2;0;0;2;0;0
vara única da comarca de passa-tempo - tjmg (g1);0;0;0;0;4;0;2;0;0;3;0;5;0;4;0;0;0;0;0
vara única da comarca de passira - tjpe (g1);0;0;0;10;38;2;0;0;0;2;0;39;0;7;0;0;2;0;0
vara única da comarca de pedra - tjpe (g1);0;0;0;34;115;0;0;0;0;7;0;19;1;28;0;0;0;2;0
vara única da comarca de pedralva - tjmg (g1);0;0;0;6;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
vara única da comarca de perdizes - tjmg (g1);0;0;0;3;0;0;2;0;0;2;0;18;0;8;0;0;6;0;0
vara única da comarca de perdões - tjmg (g1);0;0;0;0;0;0;0;0;0;4;0;8;0;12;0;0;2;0;0
vara única da comarca de peçanha - tjmg (g1);0;0;0;7;4;0;0;0;0;0;0;10;0;8;0;0;0;0;0
vara única da comarca de pinhalzinho - tjsc (g1);0;0;0;2;17;0;0;0;0;0;1;27;0;6;0;0;2;0;0
vara única da comarca de piranga - tjmg (g1);0;0;0;0;12;0;0;0;0;3;0;25;0;4;0;0;0;0;0
vara única da comarca de pirapetinga - tjmg (g1);0;0;0;0;1;0;0;0;0;0;0;14;0;0;0;0;0;0;0
vara única da comarca de pombos - tjpe (g1);0;0;0;10;22;0;0;2;0;0;0;35;0;22;0;0;4;0;0
vara única da comarca de pompéu - tjmg (g1);0;0;0;2;7;0;0;0;0;0;0;12;0;8;0;0;0;0;0
vara única da comarca de ponte serrada - tjsc (g1);0;0;0;0;1;0;0;0;0;0;0;19;0;10;0;0;2;0;0
vara única da comarca de porteirinha - tjmg (g1);0;0;0;2;2;0;0;0;0;6;0;81;0;13;0;0;0;2;0
vara única da comarca de poço fundo - tjmg (g1);0;0;0;0;1;0;0;0;0;0;0;4;0;2;0;0;0;2;0
vara única da comarca de poção - tjpe (g1);0;0;0;0;20;0;0;0;0;0;0;12;0;6;0;0;0;0;0
vara única da comarca de prados - tjmg (g1);0;0;0;2;0;0;2;0;0;0;0;6;0;14;0;0;2;0;0
vara única da comarca de prata - tjmg (g1);0;0;0;5;8;0;5;0;0;2;0;26;0;13;0;0;2;2;0
vara única da comarca de pratápolis - tjmg (g1);0;0;0;2;1;0;0;0;0;2;0;13;0;18;4;0;6;2;0
vara única da comarca de presidente getúlio - tjsc (g1);0;0;0;0;4;0;0;0;0;0;0;31;0;9;0;0;20;2;0
vara única da comarca de presidente olegário - tjmg (g1);0;0;0;1;1;0;0;0;0;0;0;26;0;10;0;0;12;3;0
vara única da comarca de primavera - tjpe (g1);0;0;0;0;0;2;0;0;0;2;0;10;0;9;0;0;0;0;0
vara única da comarca de quilombo - tjsc (g1);0;0;0;0;0;0;0;0;0;6;0;10;0;33;0;0;0;0;0
vara única da comarca de quipapá - tjpe (g1);0;0;0;4;41;0;0;0;0;2;0;36;0;128;0;0;0;16;0
vara única da comarca de raul soares - tjmg (g1);0;0;0;2;0;1;0;0;0;12;0;7;0;10;2;0;0;0;0
vara única da comarca de resende costa - tjmg (g1);0;0;0;0;0;0;0;0;0;2;0;10;0;0;0;0;0;0;0
vara única da comarca de resplendor - tjmg (g1);0;0;0;3;2;0;0;0;0;4;0;11;0;14;0;0;2;0;0
vara única da comarca de riacho das almas - tjpe (g1);0;0;0;8;30;0;0;0;2;2;0;31;0;11;0;0;0;0;0
vara única da comarca de ribeirão - tjpe (g1);0;0;0;16;96;2;0;0;0;0;0;159;0;157;0;0;4;0;0
vara única da comarca de rio casca - tjmg (g1);0;0;0;11;3;0;0;0;0;4;0;7;0;4;0;0;0;7;0
vara única da comarca de rio do campo - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;3;0;0
vara única da comarca de rio do oeste - tjsc (g1);0;0;0;1;8;0;0;0;0;4;0;5;0;3;0;0;0;0;0
vara única da comarca de rio formoso - tjpe (g1);0;0;0;15;37;0;0;0;0;0;0;31;0;22;0;0;0;0;0
vara única da comarca de rio novo - tjmg (g1);0;0;0;2;1;0;1;0;0;0;0;6;0;0;1;0;0;2;0
vara única da comarca de rio paranaíba - tjmg (g1);0;0;0;27;5;0;0;0;0;0;0;12;0;4;0;0;0;0;0
vara única da comarca de rio pardo de minas - tjmg (g1);0;0;0;4;5;0;0;0;0;2;0;38;0;5;0;0;6;0;0
vara única da comarca de rio piracicaba - tjmg (g1);0;0;0;2;0;0;0;0;0;2;0;11;0;0;0;0;0;0;0
vara única da comarca de rio pomba - tjmg (g1);0;1;0;1;2;0;0;0;0;2;0;16;0;8;0;0;0;0;0
vara única da comarca de rio preto - tjmg (g1);0;0;0;7;0;0;0;0;0;0;0;2;0;4;0;0;2;2;0
vara única da comarca de rio vermelho - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0
vara única da comarca de sabinópolis - tjmg (g1);0;0;0;4;6;0;0;0;0;2;0;32;0;5;0;0;0;0;0
vara única da comarca de sairé - tjpe (g1);0;0;0;4;4;0;0;0;0;0;0;4;0;6;1;0;0;0;0
vara única da comarca de saloá - tjpe (g1);0;0;0;30;20;0;0;0;0;6;0;27;0;35;0;0;0;0;0
vara única da comarca de sanharó - tjpe (g1);0;0;0;14;54;0;0;2;0;2;0;44;0;34;0;0;2;0;0
vara única da comarca de santa bárbara - tjmg (g1);0;0;0;12;5;0;4;0;0;4;0;13;0;6;0;0;0;0;0
vara única da comarca de santa cecília - tjsc (g1);0;0;0;0;2;1;0;0;0;0;0;65;5;10;0;0;0;0;0
vara única da comarca de santa maria da boa vista - tjpe (g1);0;0;0;10;72;0;0;0;0;2;0;159;0;140;12;0;4;7;0
vara única da comarca de santa maria do cambucá - tjpe (g1);0;0;0;23;53;0;0;0;0;2;0;30;0;31;4;0;0;0;0
vara única da comarca de santa maria do suaçuí - tjmg (g1);0;0;0;6;0;0;0;0;0;2;0;12;0;10;0;0;2;0;0
vara única da comarca de santa rita de caldas - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;14;0;50;0;0;0;0;0
vara única da comarca de santa rosa do sul - tjsc (g1);0;0;0;0;13;0;0;0;0;48;0;11;0;76;0;0;0;5;0
vara única da comarca de santa vitória - tjmg (g1);0;0;0;2;3;0;0;0;0;0;0;11;0;8;0;0;0;0;0
vara única da comarca de santo antônio do monte - tjmg (g1);0;0;0;6;1;0;0;0;0;0;0;22;0;27;0;0;0;0;0
vara única da comarca de seara - tjsc (g1);0;0;0;0;9;0;0;0;0;0;0;32;0;20;0;0;6;2;0
vara única da comarca de senador firmino - tjmg (g1);0;0;0;0;2;1;0;0;1;0;0;11;0;0;0;0;0;0;0
vara única da comarca de serrita - tjpe (g1);0;0;0;46;52;0;0;0;0;6;0;77;0;13;8;0;0;0;0
vara única da comarca de serro - tjmg (g1);0;0;0;0;21;0;0;0;0;0;0;20;0;6;0;0;4;0;0
vara única da comarca de silvianópolis - tjmg (g1);0;0;0;4;0;0;12;0;0;0;0;10;0;0;0;0;0;2;0
vara única da comarca de sirinhaém - tjpe (g1);0;0;0;27;117;2;0;0;0;6;0;79;0;24;4;0;2;16;0
vara única da comarca de são caetano - tjpe (g1);0;0;0;20;86;0;0;2;0;8;0;75;0;55;0;0;0;4;0
vara única da comarca de são carlos - tjsc (g1);0;0;0;0;12;0;0;0;0;0;0;25;0;8;0;0;0;0;0
vara única da comarca de são domingos - tjsc (g1);0;0;0;2;1;0;0;0;0;12;0;51;0;6;0;0;6;0;0
vara única da comarca de são domingos do prata - tjmg (g1);0;0;0;0;2;0;0;0;0;0;0;19;0;1;0;0;0;0;0
vara única da comarca de são gotardo - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
vara única da comarca de são joaquim do monte - tjpe (g1);0;0;0;63;23;0;0;0;0;6;0;75;0;17;2;0;2;26;0
vara única da comarca de são josé da coroa grande - tjpe (g1);0;0;0;18;51;0;0;0;0;2;0;18;0;21;0;0;0;0;0
vara única da comarca de são josé do belmonte - tjpe (g1);0;0;0;54;59;0;0;2;0;0;0;166;0;47;0;0;0;10;0
vara única da comarca de são josé do cedro - tjsc (g1);0;0;0;0;2;0;0;0;0;2;0;10;0;5;0;0;8;0;0
vara única da comarca de são joão - tjpe (g1);0;0;0;10;18;0;0;0;0;0;0;17;0;2;0;0;0;0;0
vara única da comarca de são joão da ponte - tjmg (g1);0;0;0;0;4;0;0;0;0;4;0;23;0;11;0;0;4;2;0
vara única da comarca de são joão do paraíso - tjmg (g1);0;1;0;0;0;0;0;0;0;0;0;40;0;5;0;0;0;0;0
vara única da comarca de são joão evangelista - tjmg (g1);0;0;0;6;5;0;0;0;0;11;0;18;0;12;0;0;0;0;0
vara única da comarca de são lourenço do oeste - tjsc (g1);0;0;0;0;0;0;0;0;0;7;0;9;0;2;0;0;0;0;0
vara única da comarca de são romão - tjmg (g1);0;0;0;6;4;0;0;0;0;4;0;2;0;3;0;0;0;0;0
vara única da comarca de são roque de minas - tjmg (g1);0;0;0;0;2;0;0;0;0;0;0;8;0;4;0;0;0;0;0
vara única da comarca de são vicente férrer - tjpe (g1);0;0;0;8;4;0;0;0;0;3;0;16;0;20;0;0;0;6;0
vara única da comarca de tabira - tjpe (g1);0;0;0;4;64;0;0;0;2;0;0;57;0;39;2;0;0;8;0
vara única da comarca de tacaimbó - tjpe (g1);0;0;0;0;4;0;0;0;0;3;0;26;0;14;0;0;0;27;0
vara única da comarca de tacaratu - tjpe (g1);0;0;0;0;6;0;0;0;2;4;0;15;0;6;0;0;0;4;0
vara única da comarca de taiobeiras - tjmg (g1);0;0;0;6;11;2;0;0;0;16;0;32;0;16;0;0;6;4;0
vara única da comarca de taió - tjsc (g1);0;0;0;0;3;0;0;0;0;4;0;11;0;20;0;0;0;0;0
vara única da comarca de tamandaré - tjpe (g1);0;0;0;31;62;0;2;0;2;2;0;87;0;87;6;0;6;8;0
vara única da comarca de tangará - tjsc (g1);0;0;0;1;3;1;0;0;0;1;0;11;0;29;0;0;2;0;0
vara única da comarca de taquaritinga do norte - tjpe (g1);0;0;0;25;44;0;0;0;0;8;0;15;0;17;0;0;0;53;0
vara única da comarca de tarumirim - tjmg (g1);0;0;0;1;2;0;2;0;0;0;0;33;0;9;0;0;0;2;0
vara única da comarca de teixeiras - tjmg (g1);0;0;0;6;0;0;0;0;0;8;0;7;0;4;0;0;0;0;0
vara única da comarca de terra nova - tjpe (g1);0;0;0;22;4;0;0;0;0;0;0;8;0;6;0;0;0;6;0
vara única da comarca de tiros - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;2;0;0
vara única da comarca de tombos - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0
vara única da comarca de toritama - tjpe (g1);0;0;0;45;57;2;2;6;0;1;0;186;0;166;10;0;4;0;0
vara única da comarca de tracunhaém - tjpe (g1);0;0;0;12;2;0;0;0;0;0;0;4;0;10;0;0;0;20;0
vara única da comarca de trindade - tjpe (g1);0;4;0;21;86;0;0;0;0;0;0;70;0;85;6;0;4;0;0
vara única da comarca de triunfo - tjpe (g1);0;0;0;2;91;0;0;0;0;4;0;100;0;19;0;0;2;57;0
vara única da comarca de três marias - tjmg (g1);0;0;0;5;3;0;0;0;0;2;0;14;0;14;0;0;2;2;0
vara única da comarca de tupaciguara - tjmg (g1);0;0;0;7;6;1;0;0;1;4;0;24;0;29;0;0;2;10;0
vara única da comarca de tuparetama - tjpe (g1);0;0;0;16;28;2;0;0;6;0;0;23;0;9;0;0;0;6;0
vara única da comarca de turmalina - tjmg (g1);0;0;0;3;2;0;0;0;0;0;0;48;0;24;4;0;4;0;0
vara única da comarca de turvo - tjsc (g1);0;0;0;0;0;0;0;0;0;6;2;40;0;5;3;0;0;1;0
vara única da comarca de urubici - tjsc (g1);0;0;0;0;1;0;0;0;2;0;0;20;0;0;0;0;6;0;0
vara única da comarca de vazante - tjmg (g1);0;0;0;0;2;0;0;0;0;0;0;36;0;11;0;0;8;0;0
vara única da comarca de venturosa - tjpe (g1);2;0;0;10;20;0;0;0;0;2;0;20;0;28;2;0;4;0;0
vara única da comarca de verdejante - tjpe (g1);0;0;0;4;14;0;0;0;0;0;0;8;0;4;0;0;0;12;0
vara única da comarca de vertentes - tjpe (g1);0;0;0;10;16;0;0;0;0;0;0;100;0;41;0;0;1;0;0
vara única da comarca de vicência - tjpe (g1);0;2;0;28;67;0;0;0;0;5;0;58;0;31;0;0;2;24;0
vara única da comarca de virginópolis - tjmg (g1);0;0;0;13;0;0;0;0;0;2;0;2;0;4;0;0;2;0;0
vara única da comarca de várzea alegre - tjce (g1);0;0;0;0;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0
vara única da comarca de águas belas - tjpe (g1);0;0;0;16;92;1;0;0;0;10;0;100;0;290;0;0;4;2;0
vara única da comarca de águas formosas - tjmg (g1);0;0;0;1;24;0;0;0;0;12;0;34;0;28;0;0;2;2;0
vara única da justiça militar de belém - tjpa (g1);0;0;0;1327;19;0;0;0;0;0;0;140;0;0;0;0;0;0;0
vara única de acará - tjpa (g1);0;0;0;2;11;0;0;1;0;2;0;66;0;13;1;0;3;0;0
vara única de afuá - tjpa (g1);0;1;0;1;2;0;0;5;0;0;0;1;0;4;1;0;10;2;0
vara única de alagoa grande - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;277;0;140;0;0;0;0;0
vara única de alagoa nova - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;20;0;10;0;0;1;0;0
vara única de alagoinha - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;40;0;40;0;0;0;0;0
vara única de alcantara - tjma (g1);0;0;0;17;21;3;0;0;0;1;0;18;0;2;2;0;1;1;0
vara única de alcântara - tjma (g1);0;0;1;9;52;3;2;0;4;2;0;76;0;10;5;0;1;1;0
vara única de alenquer - tjpa (g1);5;0;0;12;8;0;0;2;0;0;0;38;0;62;6;0;3;0;0
vara única de alhandra - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;52;0;49;0;0;0;0;0
vara única de almeirim - tjpa (g1);1;0;0;17;14;0;0;0;0;6;0;131;0;19;3;0;26;0;0
vara única de alto longá - tjpi (g1);0;0;0;0;2;0;0;0;0;0;0;2;0;4;0;0;0;0;0
vara única de alto parnaiba - tjma (g1);0;2;0;39;38;1;7;19;2;1;0;113;0;43;10;0;1;9;0
vara única de altos - tjpi (g1);0;0;0;64;351;1;1;37;7;86;0;294;0;127;17;2;12;2;0
vara única de amapá - tjap (g1);0;2;0;32;127;19;1;17;0;8;0;149;0;51;2;1;11;8;0
vara única de amarante - tjpi (g1);0;0;0;62;88;0;0;32;0;6;0;485;0;114;2;0;10;6;0
vara única de amarante do maranhão - tjma (g1);0;0;0;32;50;2;0;3;0;4;0;122;0;35;1;0;1;2;0
vara única de anajatuba - tjma (g1);0;0;0;27;41;1;0;8;0;2;0;143;0;19;1;0;1;11;0
vara única de anajás - tjpa (g1);1;0;0;0;2;0;0;0;0;0;0;9;0;7;0;0;0;1;0
vara única de anapú - tjpa (g1);0;0;0;10;7;0;0;0;0;0;0;8;0;7;0;0;1;0;0
vara única de angical do piauí - tjpi (g1);0;0;0;1;15;0;0;0;0;0;0;119;0;6;1;0;1;0;0
vara única de antônio almeida - tjpi (g1);0;0;0;0;2;0;0;0;0;0;0;30;0;2;0;0;6;8;0
vara única de anísio de abreu - tjpi (g1);0;0;0;2;0;0;0;0;0;0;0;6;0;0;4;0;14;0;0
vara única de arame - tjma (g1);0;1;0;4;19;1;1;2;1;1;0;63;0;49;10;0;0;2;0
vara única de arari - tjma (g1);0;0;0;1;55;0;0;4;0;0;0;39;0;2;5;0;0;0;0
vara única de araçagi - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
vara única de areia - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;70;0;17;0;0;1;0;0
vara única de aroazes - tjpi (g1);0;0;0;28;30;0;0;4;0;18;0;435;0;32;0;0;2;0;0
vara única de arraial - tjpi (g1);0;0;0;0;0;0;0;0;0;2;0;204;0;0;0;0;2;0;0
vara única de augusto correa - tjpa (g1);1;0;0;23;12;2;0;0;0;0;0;11;0;2;1;0;3;0;0
vara única de aurora do pará - tjpa (g1);4;10;0;16;50;1;0;0;0;5;0;35;0;23;0;0;12;0;0
vara única de avelino lopes - tjpi (g1);0;2;0;78;31;2;2;0;0;4;0;468;1;82;2;0;14;10;0
vara única de bacuri - tjma (g1);0;0;0;4;30;1;1;28;0;0;0;97;0;9;2;0;1;6;0
vara única de baião - tjpa (g1);0;0;0;12;6;0;0;0;0;0;0;26;0;9;2;0;3;0;0
vara única de bananeiras - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;37;0;28;0;0;1;0;0
vara única de barras - tjpi (g1);0;0;0;0;15;0;0;0;0;0;0;6;0;5;0;0;0;0;0
vara única de barro duro - tjpi (g1);0;0;0;96;86;0;2;2;4;14;0;86;0;190;0;0;12;7;0
vara única de barão de grajaú - tjma (g1);0;0;0;0;8;0;0;0;0;0;0;9;0;7;1;0;0;0;0
vara única de batalha - tjpi (g1);0;0;0;20;39;0;0;12;0;16;0;77;0;75;0;0;14;0;0
vara única de belém - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;54;0;56;0;0;5;0;0
vara única de beneditinos - tjpi (g1);0;0;0;6;2;0;0;0;0;0;0;6;0;0;0;0;4;0;0
vara única de bequimão - tjma (g1);0;4;0;2;36;0;0;3;0;0;0;95;0;5;1;0;0;6;1
vara única de bocaina - tjpi (g1);0;0;0;6;0;0;0;0;0;4;0;54;0;0;0;0;2;2;0
vara única de bom jardim - tjma (g1);0;0;0;0;56;0;0;0;0;0;0;29;0;30;3;0;1;20;1
vara única de bom jesus - tjpi (g1);0;0;0;42;164;0;0;31;0;56;0;154;0;217;3;0;24;39;0
vara única de bonito - tjpa (g1);0;0;0;1;1;0;0;0;0;0;0;4;0;4;0;0;1;3;0
vara única de bonito de santa fé - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0
vara única de boqueirão - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;63;0;87;1;0;2;0;0
vara única de brasil novo - tjpa (g1);0;0;0;5;2;0;1;0;0;1;0;9;0;6;0;0;2;0;0
vara única de brejo do cruz - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;14;0;3;0;0;0;0;0
vara única de breu branco - tjpa (g1);2;0;0;27;10;0;0;7;2;1;0;53;0;30;7;0;0;1;0
vara única de bujaru - tjpa (g1);0;0;0;5;5;0;0;0;0;1;0;5;0;7;0;0;7;4;0
vara única de buriti - tjma (g1);0;0;0;5;47;0;0;0;0;1;0;24;0;23;0;0;0;14;0
vara única de buriti bravo - tjma (g1);0;0;0;1;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0
vara única de buriti dos lopes - tjpi (g1);0;0;0;63;89;0;0;4;0;4;0;160;0;82;2;0;2;0;0
vara única de caaporã - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;88;0;80;0;0;2;0;0
vara única de cabaceiras - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
vara única de cachoeira do arari - tjpa (g1);0;1;0;17;9;0;3;0;0;3;0;37;0;13;0;0;2;1;0
vara única de caiçara - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;0;0;0;0
vara única de calçoene - tjap (g1);0;3;0;21;229;32;3;1;1;20;2;103;0;114;1;11;19;23;0
vara única de campinas do piauí - tjpi (g1);0;0;0;0;3;0;2;6;0;2;0;8;0;2;0;0;2;0;0
vara única de candido mendes - tjma (g1);0;0;0;0;4;1;0;0;0;0;0;9;0;21;0;0;0;0;0
vara única de cantanhede - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;20;0
vara única de canto do buriti - tjpi (g1);0;0;0;30;57;1;0;6;0;28;0;245;0;71;6;0;18;2;0
vara única de capitão de campos - tjpi (g1);0;0;0;32;66;2;0;18;0;4;0;333;0;13;0;0;6;0;0
vara única de capitão poço - tjpa (g1);12;1;0;15;24;1;0;0;0;0;0;75;0;94;16;0;0;1;0
vara única de caracol - tjpi (g1);0;0;0;22;41;2;0;2;0;2;0;29;0;18;0;0;6;4;0
vara única de carolina - tjma (g1);0;4;0;3;27;2;0;0;0;0;0;158;0;71;2;0;7;1;0
vara única de carutapera - tjma (g1);0;1;0;4;18;0;0;0;0;0;0;41;0;22;0;0;0;0;0
vara única de castelo do piauí - tjpi (g1);0;15;0;96;56;0;0;2;0;18;0;292;0;37;5;0;15;2;0
vara única de cedral - tjma (g1);0;0;0;0;8;1;0;0;0;0;0;29;0;19;1;0;0;0;0
vara única de chaves - tjpa (g1);0;18;0;63;84;0;3;2;0;0;3;33;0;9;1;0;29;5;0
vara única de cocal - tjpi (g1);0;0;0;108;40;0;0;6;8;12;0;763;0;63;8;2;12;0;0
vara única de conceição do canindé - tjpi (g1);0;0;0;0;0;0;0;0;0;2;0;14;0;0;0;0;4;2;0
vara única de concórdia do pará - tjpa (g1);0;0;0;3;12;0;0;1;0;0;0;19;0;7;2;0;5;0;0
vara única de conde - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;91;0;116;0;0;2;0;0
vara única de coremas - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;31;0;65;0;0;0;0;0
vara única de corrente - tjpi (g1);0;2;0;27;153;0;0;4;1;16;0;437;0;332;7;12;26;3;2
vara única de cristalândia do piauí - tjpi (g1);0;0;0;8;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
vara única de cristino castro - tjpi (g1);0;0;0;38;57;0;0;16;0;20;0;290;0;178;16;0;8;0;0
vara única de cruz do espírito santo - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0
vara única de curimatá - tjpi (g1);0;0;0;4;0;0;0;0;0;0;0;3;0;8;0;0;4;0;0
vara única de curionópolis - tjpa (g1);2;0;0;6;25;0;0;3;0;0;0;32;0;250;9;0;3;0;0
vara única de curralinho - tjpa (g1);0;0;0;3;4;0;0;0;0;1;0;5;0;0;0;0;4;0;0
vara única de cururupu - tjma (g1);0;0;0;47;90;0;0;0;1;9;0;9;0;60;0;0;0;2;0
vara única de curuçá - tjpa (g1);1;1;0;23;8;0;0;0;0;0;0;71;0;14;5;0;23;2;0
vara única de cândido mendes - tjma (g1);0;0;0;0;15;0;0;0;0;0;0;6;0;2;0;0;0;0;0
vara única de delitos de trânsito do foro central - porto alegre - tjrs (g1);0;0;0;0;19;0;0;0;0;35;0;0;0;0;0;0;0;0;0
vara única de demerval lobão - tjpi (g1);0;2;0;57;43;0;0;2;1;14;0;149;0;24;2;0;6;0;0
vara única de dom eliseu - tjpa (g1);3;0;0;19;4;0;3;2;1;0;1;116;0;25;4;0;7;1;0
